chrom	start	end	NucDiv	Middle
NC_001421.2	0	25	0.0	12.5
NC_001421.2	25	50	0.0324122	37.5
NC_001421.2	50	75	0.0440627	62.5
NC_001421.2	75	100	0.0194473	87.5
NC_001421.2	100	125	0.0513219	112.5
NC_001421.2	125	150	0.0752801	137.5
NC_001421.2	150	175	0.0725317	162.5
NC_001421.2	175	200	0.0362957	187.5
NC_001421.2	200	225	0.034832	212.5
NC_001421.2	225	250	0.0598656	237.5
NC_001421.2	250	275	0.020463	262.5
NC_001421.2	275	300	0.0592382	287.5
NC_001421.2	300	325	0.0984317	312.5
NC_001421.2	325	350	0.030112	337.5
NC_001421.2	350	375	0.0941598	362.5
NC_001421.2	375	400	0.0837043	387.5
NC_001421.2	400	425	0.1177	412.5
NC_001421.2	425	450	0.0313966	437.5
NC_001421.2	450	475	0.0677222	462.5
NC_001421.2	475	500	0.047528	487.5
NC_001421.2	500	525	0.0352203	512.5
NC_001421.2	525	550	0.031994	537.5
NC_001421.2	550	575	0.0313368	562.5
NC_001421.2	575	600	0.1154	587.5
NC_001421.2	600	625	0.0258103	612.5
NC_001421.2	625	650	0.0309783	637.5
NC_001421.2	650	675	0.0115907	662.5
NC_001421.2	675	700	0.0459149	687.5
NC_001421.2	700	725	0.0563704	712.5
NC_001421.2	725	750	0.0555639	737.5
NC_001421.2	750	775	0.0726512	762.5
NC_001421.2	775	800	0.0437939	787.5
NC_001421.2	800	825	0.0100075	812.5
NC_001421.2	825	850	0.036714	837.5
NC_001421.2	850	875	0.0366542	862.5
NC_001421.2	875	900	0.0618969	887.5
NC_001421.2	900	925	0.0795818	912.5
NC_001421.2	925	950	0.0283196	937.5
NC_001421.2	950	975	0.0670948	962.5
NC_001421.2	975	1000	0.053413	987.5
NC_001421.2	1000	1025	0.0658103	1012.5
NC_001421.2	1025	1050	0.0457356	1037.5
NC_001421.2	1050	1075	0.0770724	1062.5
NC_001421.2	1075	1100	0.0686482	1087.5
NC_001421.2	1100	1125	0.0359373	1112.5
NC_001421.2	1125	1150	0.0488424	1137.5
NC_001421.2	1150	1175	0.0472591	1162.5
NC_001421.2	1175	1200	0.0796415	1187.5
NC_001421.2	1200	1225	0.103181	1212.5
NC_001421.2	1225	1250	0.0346229	1237.5
NC_001421.2	1250	1275	0.0313966	1262.5
NC_001421.2	1275	1300	0.0358178	1287.5
NC_001421.2	1300	1325	0.0744436	1312.5
NC_001421.2	1325	1350	0.0481255	1337.5
NC_001421.2	1350	1375	0.0613294	1362.5
NC_001421.2	1375	1400	0.0613592	1387.5
NC_001421.2	1400	1425	0.0541897	1412.5
NC_001421.2	1425	1450	0.109544	1437.5
NC_001421.2	1450	1475	0.0501568	1462.5
NC_001421.2	1475	1500	0.0522479	1487.5
NC_001421.2	1500	1525	0.0562211	1512.5
NC_001421.2	1525	1550	0.0310082	1537.5
NC_001421.2	1550	1575	0.0279014	1562.5
NC_001421.2	1575	1600	0.0447199	1587.5
NC_001421.2	1600	1625	0.0987304	1612.5
NC_001421.2	1625	1650	0.084003	1637.5
NC_001421.2	1650	1675	0.118118	1662.5
NC_001421.2	1675	1700	0.0614787	1687.5
NC_001421.2	1700	1725	0.0638387	1712.5
NC_001421.2	1725	1750	0.107394	1737.5
NC_001421.2	1750	1775	0.0827782	1762.5
NC_001421.2	1775	1800	0.099776	1787.5
NC_001421.2	1800	1825	0.102315	1812.5
NC_001421.2	1825	1850	0.162808	1837.5
NC_001421.2	1850	1875	0.0119791	1862.5
NC_001421.2	1875	1900	0.167797	1887.5
NC_001421.2	1900	1925	0.213294	1912.5
NC_001421.2	1925	1950	0.132517	1937.5
NC_001421.2	1950	1975	0.144108	1962.5
NC_001421.2	1975	2000	0.0869604	1987.5
NC_001421.2	2000	2025	0.0771023	2012.5
NC_001421.2	2025	2050	0.0453473	2037.5
NC_001421.2	2050	2075	0.0249141	2062.5
NC_001421.2	2075	2100	0.0291262	2087.5
NC_001421.2	2100	2125	0.071994	2112.5
NC_001421.2	2125	2150	0.0377595	2137.5
NC_001421.2	2150	2175	0.020702	2162.5
NC_001421.2	2175	2200	0.119373	2187.5
NC_001421.2	2200	2225	0.0831367	2212.5
NC_001421.2	2225	2250	0.0786557	2237.5
NC_001421.2	2250	2275	0.0563107	2262.5
NC_001421.2	2275	2300	0.0598357	2287.5
NC_001421.2	2300	2325	0.0644959	2312.5
NC_001421.2	2325	2350	0.179985	2337.5
NC_001421.2	2350	2375	0.0417028	2362.5
NC_001421.2	2375	2400	0.122091	2387.5
NC_001421.2	2400	2425	0.0972367	2412.5
NC_001421.2	2425	2450	0.0627931	2437.5
NC_001421.2	2450	2475	0.143779	2462.5
NC_001421.2	2475	2500	0.0568783	2487.5
NC_001421.2	2500	2525	0.202091	2512.5
NC_001421.2	2525	2550	0.0947573	2537.5
NC_001421.2	2550	2575	0.126004	2562.5
NC_001421.2	2575	2600	0.142883	2587.5
NC_001421.2	2600	2625	0.133234	2612.5
NC_001421.2	2625	2650	0.0798805	2637.5
NC_001421.2	2650	2675	0.0517401	2662.5
NC_001421.2	2675	2700	0.0471397	2687.5
NC_001421.2	2700	2725	0.0262584	2712.5
NC_001421.2	2725	2750	0.0667662	2737.5
NC_001421.2	2750	2775	0.0329798	2762.5
NC_001421.2	2775	2800	0.0593876	2787.5
NC_001421.2	2800	2825	0.0537416	2812.5
NC_001421.2	2825	2850	0.0394623	2837.5
NC_001421.2	2850	2875	0.0161613	2862.5
NC_001421.2	2875	2900	0.0319044	2887.5
NC_001421.2	2900	2925	0.138701	2912.5
NC_001421.2	2925	2950	0.0395818	2937.5
NC_001421.2	2950	2975	0.0555937	2962.5
NC_001421.2	2975	3000	0.117521	2987.5
NC_001421.2	3000	3025	0.0335474	3012.5
NC_001421.2	3025	3050	0.0408962	3037.5
NC_001421.2	3050	3075	0.0235997	3062.5
NC_001421.2	3075	3100	0.0313069	3087.5
NC_001421.2	3100	3125	0.0187304	3112.5
NC_001421.2	3125	3150	0.0428379	3137.5
NC_001421.2	3150	3175	0.104018	3162.5
NC_001421.2	3175	3200	0.0503958	3187.5
NC_001421.2	3200	3225	0.0655116	3212.5
NC_001421.2	3225	3250	0.0545482	3237.5
NC_001421.2	3250	3275	0.0406572	3262.5
NC_001421.2	3275	3300	0.14342	3287.5
NC_001421.2	3300	3325	0.104078	3312.5
NC_001421.2	3325	3350	0.0653921	3337.5
NC_001421.2	3350	3375	0.0565795	3362.5
NC_001421.2	3375	3400	0.0559821	3387.5
NC_001421.2	3400	3425	0.0858252	3412.5
NC_001421.2	3425	3450	0.126721	3437.5
NC_001421.2	3450	3475	0.0987901	3462.5
NC_001421.2	3475	3500	0.112024	3487.5
NC_001421.2	3500	3525	0.0648842	3512.5
NC_001421.2	3525	3550	0.0764152	3537.5
NC_001421.2	3550	3575	0.0272741	3562.5
NC_001421.2	3575	3600	0.0208215	3587.5
NC_001421.2	3600	3625	0.0276027	3612.5
NC_001421.2	3625	3650	0.103391	3637.5
NC_001421.2	3650	3675	0.110739	3662.5
NC_001421.2	3675	3700	0.105541	3687.5
NC_001421.2	3700	3725	0.0650635	3712.5
NC_001421.2	3725	3750	0.0563107	3737.5
NC_001421.2	3750	3775	0.0787155	3762.5
NC_001421.2	3775	3800	0.0451382	3787.5
NC_001421.2	3800	3825	0.0853473	3812.5
NC_001421.2	3825	3850	0.08	3837.5
NC_001421.2	3850	3875	0.00451083	3862.5
NC_001421.2	3875	3900	0.059776	3887.5
NC_001421.2	3900	3925	0.0619567	3912.5
NC_001421.2	3925	3950	0.0330695	3937.5
NC_001421.2	3950	3975	0.0511128	3962.5
NC_001421.2	3975	4000	0.0535325	3987.5
NC_001421.2	4000	4025	0.0313966	4012.5
NC_001421.2	4025	4050	0.0365347	4037.5
NC_001421.2	4050	4075	0.044242	4062.5
NC_001421.2	4075	4100	0.0871397	4087.5
NC_001421.2	4100	4125	0.053652	4112.5
NC_001421.2	4125	4150	0.100702	4137.5
NC_001421.2	4150	4175	0.146199	4162.5
NC_001421.2	4175	4200	0.167349	4187.5
NC_001421.2	4200	4225	0.109365	4212.5
NC_001421.2	4225	4250	0.171173	4237.5
NC_001421.2	4250	4275	0.081165	4262.5
NC_001421.2	4275	4300	0.0771919	4287.5
NC_001421.2	4300	4325	0.0643764	4312.5
NC_001421.2	4325	4350	0.102554	4337.5
NC_001421.2	4350	4375	0.0545482	4362.5
NC_001421.2	4375	4400	0.111128	4387.5
NC_001421.2	4400	4425	0.0635997	4412.5
NC_001421.2	4425	4450	0.048245	4437.5
NC_001421.2	4450	4475	0.0388051	4462.5
NC_001421.2	4475	4500	0.0674533	4487.5
NC_001421.2	4500	4525	0.102823	4512.5
NC_001421.2	4525	4550	0.146378	4537.5
NC_001421.2	4550	4575	0.107453	4562.5
NC_001421.2	4575	4600	0.0713069	4587.5
NC_001421.2	4600	4625	0.0972069	4612.5
NC_001421.2	4625	4650	0.0770724	4637.5
NC_001421.2	4650	4675	0.0743839	4662.5
NC_001421.2	4675	4700	0.0503062	4687.5
NC_001421.2	4700	4725	0.0514115	4712.5
NC_001421.2	4725	4750	0.109694	4737.5
NC_001421.2	4750	4775	0.117162	4762.5
NC_001421.2	4775	4800	0.086363	4787.5
NC_001421.2	4800	4825	0.0320239	4812.5
NC_001421.2	4825	4850	0.00451083	4837.5
NC_001421.2	4850	4875	0.0194772	4862.5
NC_001421.2	4875	4900	0.0200149	4887.5
NC_001421.2	4900	4925	0.0257506	4912.5
NC_001421.2	4925	4950	0.0428977	4937.5
NC_001421.2	4950	4975	0.0225541	4962.5
NC_001421.2	4975	5000	0.0165795	4987.5
NC_001421.2	5000	5025	0.10823	5012.5
NC_001421.2	5025	5050	0.0944287	5037.5
NC_001421.2	5050	5075	0.022823	5062.5
NC_001421.2	5075	5100	0.0573562	5087.5
NC_001421.2	5100	5125	0.0638984	5112.5
NC_001421.2	5125	5150	0.0391337	5137.5
NC_001421.2	5150	5175	0.0462435	5162.5
NC_001421.2	5175	5200	0.0434055	5187.5
NC_001421.2	5200	5225	0.0662883	5212.5
NC_001421.2	5225	5250	0.0342942	5237.5
NC_001421.2	5250	5275	0.0241075	5262.5
NC_001421.2	5275	5300	0.0146378	5287.5
NC_001421.2	5300	5325	0.0632711	5312.5
NC_001421.2	5325	5350	0.0145183	5337.5
NC_001421.2	5350	5375	0.0554742	5362.5
NC_001421.2	5375	5400	0.061419	5387.5
NC_001421.2	5400	5425	0.038596	5412.5
NC_001421.2	5425	5450	0.0294847	5437.5
NC_001421.2	5450	5475	0.0410157	5462.5
NC_001421.2	5475	5500	0.0362957	5487.5
NC_001421.2	5500	5525	0.0492905	5512.5
NC_001421.2	5525	5550	0.0182823	5537.5
NC_001421.2	5550	5575	0.0534727	5562.5
NC_001421.2	5575	5600	0.0216281	5587.5
NC_001421.2	5600	5625	0.00839432	5612.5
NC_001421.2	5625	5650	0.0238088	5637.5
NC_001421.2	5650	5675	0.0399701	5662.5
NC_001421.2	5675	5700	0.0644959	5687.5
NC_001421.2	5700	5725	0.0432562	5712.5
NC_001421.2	5725	5750	0.028947	5737.5
NC_001421.2	5750	5775	0.107692	5762.5
NC_001421.2	5775	5800	0.0161314	5787.5
NC_001421.2	5800	5825	0.068708	5812.5
NC_001421.2	5825	5850	0.054578	5837.5
NC_001421.2	5850	5875	0.0924869	5862.5
NC_001421.2	5875	5900	0.0948768	5887.5
NC_001421.2	5900	5925	0.132039	5912.5
NC_001421.2	5925	5950	0.109186	5937.5
NC_001421.2	5950	5975	0.0461837	5962.5
NC_001421.2	5975	6000	0.151038	5987.5
NC_001421.2	6000	6025	0.163226	6012.5
NC_001421.2	6025	6050	0.0783271	6037.5
NC_001421.2	6050	6075	0.0298133	6062.5
NC_001421.2	6075	6100	0.0881255	6087.5
NC_001421.2	6100	6125	0.0501867	6112.5
NC_001421.2	6125	6150	0.177804	6137.5
NC_001421.2	6150	6175	0.0961912	6162.5
NC_001421.2	6175	6200	0.0672741	6187.5
NC_001421.2	6200	6225	0.0223152	6212.5
NC_001421.2	6225	6250	0.0179238	6237.5
NC_001421.2	6250	6275	0.093891	6262.5
NC_001421.2	6275	6300	0.0618372	6287.5
NC_001421.2	6300	6325	0.0549963	6312.5
NC_001421.2	6325	6350	0.0236296	6337.5
NC_001421.2	6350	6375	0.0512024	6362.5
NC_001421.2	6375	6400	0.0414638	6387.5
NC_001421.2	6400	6425	0.0516804	6412.5
NC_001421.2	6425	6450	0.0640777	6437.5
NC_001421.2	6450	6475	0.0600448	6462.5
NC_001421.2	6475	6500	0.0951158	6487.5
